start,stop,description,location,name_surname,activity,course_desc,location_id,prof_id,group_id,course_id,comment,URL
2023-09-07T09:00:00+00:00,2023-09-07T09:30:00+00:00,"Zagovor diplome: Debenec Sara - - Mentor: Damjan Maletič/FOV, somentor: -VS-Redni",706 Sejna soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2022-11-14T12:00:00+00:00,2022-11-14T12:30:00+00:00,"Zagovor magisterija: Frelih Ema - - Mentor: Zvone Balantič/FOV, somentor: Marc Malovrh Mateja-MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2023-09-21T09:00:00+00:00,2023-09-21T09:30:00+00:00,"Zagovor magisterija: Uršič Luka - - Mentor: Jadranka Stričević, somentor: Halžan David-MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2019-09-09T10:30:00+00:00,2019-09-09T11:00:00+00:00,"Zagovor diplome: Barukčić Mateo - - Mentor: Zvone Balantič/FOV, somentor: -VS-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2024-12-09T08:00:00+00:00,2024-12-09T10:30:00+00:00,P-Design inženirskih sistemov-MAG-Redni,306,Zvone Balantic,P,Design inženirskih sistemov,,,,,,
2024-10-08T13:15:00+00:00,2024-10-08T13:45:00+00:00,"Zagovor magisterija: Kotnik Albin - - Mentor: Zvone Balantič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,e-P-Design inženirskih sistemov-MAG-Redni,E-učilnica,Zvone Balantic,e-P,Design inženirskih sistemov,,,,,,
2024-12-23T08:00:00+00:00,2024-12-23T10:30:00+00:00,e-P-Design inženirskih sistemov-MAG-Redni,E-učilnica,Zvone Balantic,e-P,Design inženirskih sistemov,,,,,,
2023-03-30T11:00:00+00:00,2023-03-30T11:30:00+00:00,"Zagovor diplome: Grahek Jasmina - - Mentor: Maja Meško, somentor: Zvone Balantič/FOV-VS-Izredni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2023-05-04T10:00:00+00:00,2023-05-04T10:30:00+00:00,"Zagovor magisterija: Lunar Mateja - - Mentor: Jadranka Stričević, somentor: -MAG-Izredni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2019-12-16T12:00:00+00:00,2019-12-16T12:30:00+00:00,"Zagovor magisterija: Bajželj Nina - - Mentor: Polona Šprajc/FOV, somentor: -MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2020-03-05T10:00:00+00:00,2020-03-05T10:30:00+00:00,"Zagovor magisterija: Pučnik Lea - - Mentor: Zvone Balantič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2024-10-03T08:00:00+00:00,2024-10-03T10:30:00+00:00,e-P-Fiziologija dela-MAG-Redni,E-učilnica,Zvone Balantic,e-P,Fiziologija dela,,,,,,
2023-07-13T10:00:00+00:00,2023-07-13T10:30:00+00:00,"Zagovor magisterija: Juren Eva - - Mentor: Zvone Balantič/FOV, somentor: Janja Jerebic-MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2025-05-26T08:00:00+00:00,2025-05-26T10:30:00+00:00,V-Praktikum inženiringa poslovnih sistemov-UNI-Redni,307,Zvone Balantic,V,Praktikum inženiringa poslovnih sistemov,,,,,,
2024-11-22T10:45:00+00:00,2024-11-22T14:05:00+00:00,P-Magistrsko delo-MAG-Redni,MS Teams,Zvone Balantic,P,Magistrsko delo,,,,,,
2023-09-14T08:30:00+00:00,2023-09-14T09:00:00+00:00,"Zagovor diplome: Arsenijević Anđelina - - Mentor: Marjan Senegačnik/FOV, somentor: Benjamin Urh/FOV-UNI-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2023-06-14T10:00:00+00:00,2023-06-14T10:30:00+00:00,"Zagovor magisterija: Gojak Nadja - - Mentor: Teodora Ivanuša, somentor: -MAG-Redni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2024-01-29T09:00:00+00:00,2024-01-29T09:30:00+00:00,"Zagovor magisterija: Potočnik Barbara - - Mentor: Zvone Balantič/FOV, somentor: Marjan Kristanc-MAG-Izredni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2023-07-13T10:30:00+00:00,2023-07-13T11:00:00+00:00,"Zagovor magisterija: Leban Maja - - Mentor: Polona Šprajc/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Zvone Balantic,Zagovor,Zagovor,,,,,,
2025-01-08T17:00:00+00:00,2025-01-08T20:15:00+00:00,P-Kadrovski management-VS-Izredni,302,Mojca Bernik,P,Kadrovski management,,,,,,
2023-03-30T10:30:00+00:00,2023-03-30T11:00:00+00:00,"Zagovor magisterija: Kocjančič Sara - - Mentor: Mojca Bernik/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-14T10:45:00+00:00,2024-10-14T13:15:00+00:00,e-P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,E-učilnica,Mojca Bernik,e-P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-11-11T08:00:00+00:00,2024-11-11T10:30:00+00:00,P-Metode in tehnike planiranja kadrov-VS-Redni,301,Mojca Bernik,P,Metode in tehnike planiranja kadrov,,,,,,
2023-12-01T14:00:00+00:00,2023-12-01T14:30:00+00:00,"Zagovor magisterija: Jenko Jure - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2022-09-21T11:00:00+00:00,2022-09-21T11:30:00+00:00,"Zagovor diplome: Leben Ana - - Mentor: Mojca Bernik/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-12-20T10:45:00+00:00,2024-12-20T13:15:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2024-02-14T09:30:00+00:00,2024-02-14T10:00:00+00:00,"Zagovor diplome: Ličen Katarina - - Mentor: Mojca Bernik/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-10T10:45:00+00:00,2024-10-10T13:15:00+00:00,e-P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,E-učilnica,Mojca Bernik,e-P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-11-05T17:00:00+00:00,2024-11-05T20:15:00+00:00,P-Diplomsko delo-VS-Izredni,307,Mojca Bernik,P,Diplomsko delo,,,,,,
2024-10-08T10:45:00+00:00,2024-10-08T13:15:00+00:00,e-P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,E-učilnica,Mojca Bernik,e-P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2025-01-15T08:00:00+00:00,2025-01-15T10:30:00+00:00,e-V-Kadrovske kompetence-UNI-Redni,E-učilnica,Mojca Bernik,e-V,Kadrovske kompetence,,,,,,
2024-12-19T10:45:00+00:00,2024-12-19T13:15:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2022-10-12T13:30:00+00:00,2022-10-12T14:00:00+00:00,"Zagovor diplome: Majkić Norali Karin - - Mentor: Teodora Ivanuša, somentor: Jasmina Žnidaršič/FOV-UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-04-03T10:00:00+00:00,2024-04-03T10:30:00+00:00,"Zagovor diplome: Stele Adrijana - - Mentor: Mojca Bernik/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-12-05T10:45:00+00:00,2024-12-05T13:15:00+00:00,Konzultacije-Management kadrovskih virov - Pred.(tuji študenti)-UNI-Redni,303,Mojca Bernik,Konzultacije *  Pre,Management kadrovskih virov -,,,,,,
2024-11-27T08:00:00+00:00,2024-11-27T10:30:00+00:00,P-Metode in tehnike planiranja kadrov-VS-Redni,301,Mojca Bernik,P,Metode in tehnike planiranja kadrov,,,,,,
2023-03-22T11:30:00+00:00,2023-03-22T12:00:00+00:00,"Zagovor diplome: Novak Maruša - - Mentor: Mojca Bernik/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-09-07T09:00:00+00:00,2023-09-07T09:30:00+00:00,"Zagovor diplome: Bergoč Zala - - Mentor: Vesna Novak/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-10T17:00:00+00:00,2025-01-10T19:30:00+00:00,e-P-Kadrovski management-VS-Izredni,E-učilnica,Mojca Bernik,e-P,Kadrovski management,,,,,,
2024-12-03T10:45:00+00:00,2024-12-03T13:15:00+00:00,P-Management kadrovskih virov-UNI-Redni,301,Mojca Bernik,P,Management kadrovskih virov,,,,,,
2024-11-12T08:00:00+00:00,2024-11-12T10:30:00+00:00,P-Metode in tehnike planiranja kadrov-VS-Redni,301,Mojca Bernik,P,Metode in tehnike planiranja kadrov,,,,,,
2024-11-25T08:00:00+00:00,2024-11-25T10:30:00+00:00,e-P-Metode in tehnike planiranja kadrov-VS-Redni,E-učilnica,Mojca Bernik,e-P,Metode in tehnike planiranja kadrov,,,,,,
2024-01-24T10:30:00+00:00,2024-01-24T11:00:00+00:00,"Zagovor magisterija: Anželak Tanja - - Mentor: Mojca Bernik/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-07-11T09:30:00+00:00,2024-07-11T10:00:00+00:00,"Zagovor diplome: Drašković Elena - - Mentor: Vesna Novak/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-16T10:45:00+00:00,2024-10-16T13:15:00+00:00,e-P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,E-učilnica,Mojca Bernik,e-P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,303,Mojca Bernik,P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-06-18T11:00:00+00:00,2024-06-18T11:30:00+00:00,"Zagovor magisterija: Toman Nataša - - Mentor: Mojca Bernik/FOV, somentor: Janja Jerebic-MAG-Redni",Nerazporejeno,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-12-09T10:45:00+00:00,2024-12-09T13:15:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2024-12-10T10:45:00+00:00,2024-12-10T13:15:00+00:00,P-Management kadrovskih virov-UNI-Redni,301,Mojca Bernik,P,Management kadrovskih virov,,,,,,
2024-11-19T08:00:00+00:00,2024-11-19T10:30:00+00:00,e-P-Metode in tehnike planiranja kadrov-VS-Redni,E-učilnica,Mojca Bernik,e-P,Metode in tehnike planiranja kadrov,,,,,,
2023-12-11T10:00:00+00:00,2023-12-11T10:30:00+00:00,"Zagovor diplome: đaušević Davor - - Mentor: Jasmina Žnidaršič/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-09-07T09:30:00+00:00,2023-09-07T10:30:00+00:00,"Zagovor diplome: Božnar Julijana - - Mentor: Vesna Novak/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2019-09-12T11:00:00+00:00,2019-09-12T11:30:00+00:00,"Zagovor diplome: Močnik Petra - - Mentor: Mojca Bernik/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-11-15T08:00:00+00:00,2024-11-15T10:30:00+00:00,e-P-Metode in tehnike planiranja kadrov-VS-Redni,E-učilnica,Mojca Bernik,e-P,Metode in tehnike planiranja kadrov,,,,,,
2020-06-04T09:00:00+00:00,2020-06-04T09:30:00+00:00,"Zagovor diplome: Simendić Katja - - Mentor: Mojca Bernik/FOV, somentor: -UNI-Redni",Nerazporejeno,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-05-20T09:30:00+00:00,2024-05-20T10:00:00+00:00,"Zagovor diplome: Blaznik Ema - - Mentor: Polona Šprajc/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-05-09T09:00:00+00:00,2023-05-09T09:30:00+00:00,"Zagovor magisterija: Rezar Boštjan - - Mentor: Marjeta Marolt/FOV, somentor: Jasmina Žnidaršič/FOV-MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-15T10:45:00+00:00,2024-10-15T13:15:00+00:00,e-P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,E-učilnica,Mojca Bernik,e-P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2021-10-21T10:00:00+00:00,2021-10-21T10:30:00+00:00,"Zagovor magisterija: Jerant Sara - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-16T09:30:00+00:00,2024-10-16T10:00:00+00:00,"Zagovor magisterija: Jalen Urška - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2019-09-26T10:00:00+00:00,2019-09-26T10:30:00+00:00,"Zagovor magisterija: Stojanović Ines - - Mentor: Vesna Novak/FOV, somentor: Janja Jerebic-MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-12-04T10:45:00+00:00,2024-12-04T13:15:00+00:00,P-Management kadrovskih virov-UNI-Redni,301,Mojca Bernik,P,Management kadrovskih virov,,,,,,
2022-11-23T11:00:00+00:00,2022-11-23T11:30:00+00:00,"Zagovor magisterija: Džamastagić Denis - - Mentor: Mojca Bernik/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-09-24T10:00:00+00:00,2024-09-24T10:30:00+00:00,"Zagovor magisterija: Bajželj Eva - - Mentor: Eva Jereb/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-11-20T08:00:00+00:00,2024-11-20T10:30:00+00:00,P-Metode in tehnike planiranja kadrov-VS-Redni,301,Mojca Bernik,P,Metode in tehnike planiranja kadrov,,,,,,
2024-12-09T09:00:00+00:00,2024-12-09T09:30:00+00:00,"Zagovor magisterija: Vodnik Špela - - Mentor: Marko Ferjan/FOV, somentor: -MAG-Redni",MS Teams,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-11-13T08:00:00+00:00,2024-11-13T10:30:00+00:00,e-P-Metode in tehnike planiranja kadrov-VS-Redni,E-učilnica,Mojca Bernik,e-P,Metode in tehnike planiranja kadrov,,,,,,
2023-05-08T11:00:00+00:00,2023-05-08T11:30:00+00:00,"Zagovor magisterija: Vodnik Tadeja - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-09-19T10:30:00+00:00,2024-09-19T11:00:00+00:00,"Zagovor magisterija: Spasić Vojin - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2020-05-04T09:00:00+00:00,2020-05-04T09:30:00+00:00,"Zagovor diplome: Simendić Katja - - Mentor: Mojca Bernik/FOV, somentor: -UNI-Redni",Nerazporejeno,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-16T08:30:00+00:00,2024-10-16T09:00:00+00:00,"Zagovor diplome: Vindišar Diana - - Mentor: Jasmina Žnidaršič/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-11-22T08:00:00+00:00,2024-11-22T10:30:00+00:00,P-Metode in tehnike planiranja kadrov-VS-Redni,301,Mojca Bernik,P,Metode in tehnike planiranja kadrov,,,,,,
2024-10-28T13:30:00+00:00,2024-10-28T14:00:00+00:00,"Zagovor magisterija: Žugelj Gašperšič Neža - - Mentor: Vesna Novak/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-05-18T10:30:00+00:00,2023-05-18T11:00:00+00:00,"Zagovor magisterija: Kastelic Simona - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-11-07T14:15:00+00:00,2024-11-07T17:30:00+00:00,P-Diplomsko delo-VS-Redni,306,Mojca Bernik,P,Diplomsko delo,,,,,,
2024-07-11T09:00:00+00:00,2024-07-11T09:30:00+00:00,"Zagovor diplome: Zlatkova Ana - - Mentor: Vesna Novak/FOV, somentor: -UNI-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-16T09:00:00+00:00,2024-10-16T09:30:00+00:00,"Zagovor magisterija: Rebernik Maruša - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-11T10:45:00+00:00,2024-10-11T13:15:00+00:00,P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,MS Teams,Mojca Bernik,P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-05-27T10:00:00+00:00,2024-05-27T10:30:00+00:00,"Zagovor diplome: Janežič Petra - - Mentor: Mojca Bernik/FOV, somentor: -VS-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-03-06T11:00:00+00:00,2024-03-06T11:30:00+00:00,"Zagovor magisterija: Arambašić Nastia - - Mentor: Vesna Novak/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-12-07T10:00:00+00:00,2023-12-07T10:30:00+00:00,"Zagovor magisterija: Šušteršič Nataša - - Mentor: Vesna Novak/FOV, somentor: Janja Jerebic-MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-09-29T11:00:00+00:00,2023-09-29T11:30:00+00:00,"Zagovor magisterija: Mubi Urša - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-03-22T11:00:00+00:00,2023-03-22T11:30:00+00:00,"Zagovor magisterija: Stojanović Vesna - - Mentor: Mojca Bernik/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-09-08T09:00:00+00:00,2023-09-08T09:30:00+00:00,"Zagovor diplome: Jagodic Manca - - Mentor: Mojca Bernik/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-07T08:00:00+00:00,2025-01-07T10:30:00+00:00,e-P-Kadrovske kompetence-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Kadrovske kompetence,,,,,,
2024-12-16T10:45:00+00:00,2024-12-16T13:15:00+00:00,P-Management kadrovskih virov-UNI-Redni,301,Mojca Bernik,P,Management kadrovskih virov,,,,,,
2024-09-19T11:00:00+00:00,2024-09-19T11:30:00+00:00,"Zagovor magisterija: đukić Sanja - - Mentor: Jasmina Žnidaršič/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-13T17:00:00+00:00,2025-01-13T19:30:00+00:00,P-Kadrovski management-VS-Izredni,MS Teams,Mojca Bernik,P,Kadrovski management,,,,,,
2023-06-12T11:30:00+00:00,2023-06-12T12:00:00+00:00,"Zagovor diplome: Bricelj Taja - - Mentor: Jasmina Žnidaršič/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-06T08:00:00+00:00,2025-01-06T10:30:00+00:00,P-Kadrovske kompetence-UNI-Redni,005,Mojca Bernik,P,Kadrovske kompetence,,,,,,
2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2025-01-16T08:00:00+00:00,2025-01-16T09:45:00+00:00,V-Kadrovske kompetence-UNI-Redni,005,Mojca Bernik,V,Kadrovske kompetence,,,,,,
2024-12-05T17:00:00+00:00,2024-12-05T19:30:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2024-10-10T17:00:00+00:00,2024-10-10T21:05:00+00:00,Konzultacije-Upravljanje in načrtovanje kadrovskih virov-MAG-Izredni,MS Teams,Mojca Bernik,Konzultacije * MAG-,Upravljanje in načrtovanje kadrovskih virov-,,,,,,
2024-10-03T10:45:00+00:00,2024-10-03T13:15:00+00:00,P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,303,Mojca Bernik,P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-10-09T10:45:00+00:00,2024-10-09T13:15:00+00:00,P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,303,Mojca Bernik,P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2023-10-25T11:00:00+00:00,2023-10-25T11:30:00+00:00,"Zagovor magisterija: Mubi Sabina - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: -MAG-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-10-02T10:45:00+00:00,2024-10-02T13:15:00+00:00,P-Upravljanje in načrtovanje kadrovskih virov-MAG-Redni,303,Mojca Bernik,P,Upravljanje in načrtovanje kadrovskih virov,,,,,,
2024-09-19T09:50:00+00:00,2024-09-19T10:20:00+00:00,"Zagovor magisterija: Oblak Boštjan - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-13T08:00:00+00:00,2025-01-13T08:45:00+00:00,P-Kadrovske kompetence-UNI-Redni,005,Mojca Bernik,P,Kadrovske kompetence,,,,,,
2024-06-18T11:30:00+00:00,2024-06-18T12:00:00+00:00,"Zagovor diplome: Rakuš Ana - - Mentor: Mojca Bernik/FOV, somentor: -VS-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-05-16T09:30:00+00:00,2024-05-16T10:00:00+00:00,"Zagovor magisterija: Košir Primc Manca - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-05-16T10:00:00+00:00,2024-05-16T10:30:00+00:00,"Zagovor diplome: Eržen Karin - - Mentor: Mojca Bernik/FOV, somentor: -UNI-Redni",Nerazporejeno,Mojca Bernik,Zagovor,Zagovor,,,,,,
2022-10-12T14:00:00+00:00,2022-10-12T14:30:00+00:00,"Zagovor diplome: Iličić Luka - - Mentor: Uroš Rajkovič/FOV, somentor: Jasmina Žnidaršič/FOV-VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2023-01-25T11:00:00+00:00,2023-01-25T11:30:00+00:00,"Zagovor diplome: Špruk Špela - - Mentor: Jasmina Žnidaršič/FOV, somentor: -VS-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2022-06-15T09:30:00+00:00,2022-06-15T10:00:00+00:00,"Zagovor diplome: Stokić Maja - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-VS-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2019-12-03T13:15:00+00:00,2019-12-03T13:45:00+00:00,"Zagovor magisterija: Nunar Sašo - - Mentor: Mirjana Kljajić Borštnar/FOV, somentor: -MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-12-11T10:45:00+00:00,2024-12-11T13:15:00+00:00,e-P-Management kadrovskih virov-UNI-Redni,E-učilnica,Mojca Bernik,e-P,Management kadrovskih virov,,,,,,
2023-09-29T11:30:00+00:00,2023-09-29T12:00:00+00:00,"Zagovor magisterija: Despotovič Tina - - Mentor: Eva Jereb/FOV, somentor: Anja Žnidaršič/FOV-MAG-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2025-01-09T17:00:00+00:00,2025-01-09T19:30:00+00:00,e-P-Kadrovski management-VS-Izredni,E-učilnica,Mojca Bernik,e-P,Kadrovski management,,,,,,
2022-11-08T11:00:00+00:00,2022-11-08T11:30:00+00:00,"Zagovor diplome: Pogačnik Marko - - Mentor: Mojca Bernik/FOV, somentor: -VS-Redni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
2024-05-07T10:00:00+00:00,2024-05-07T10:30:00+00:00,"Zagovor diplome: Cerar Brigita - - Mentor: Mojca Bernik/FOV, somentor: Jasmina Žnidaršič/FOV-VS-Izredni",707 Diplomska soba,Mojca Bernik,Zagovor,Zagovor,,,,,,
