sifra_predmeta,naziv_predmeta,naziv_programa,strokovni_naziv,stopnja,klasius_srv,klasius_p16,veljavnost_zac,veljavnost_kon,ects,ure_pred,ure_epred,ure_vaj,ure_evaj,ure_labvaj,ind_z_prof,sam_delo,vrsta_predmeta,id_predmeta,letnik,obv_izb,semester
5102,ANGLEŠKI POSLOVNI JEZIK,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5102,ANGLEŠKI POSLOVNI JEZIK,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5102,ANGLEŠKI POSLOVNI JEZIK,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5102,ANGLEŠKI POSLOVNI JEZIK,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5102,ANGLEŠKI POSLOVNI JEZIK,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5102,ANGLEŠKI POSLOVNI JEZIK,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,5.0,21.0,18.0,9.0,3.0,,,99.0,program,1,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5105,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,24.0,15.0,33.0,6.0,,,102.0,program,2,1,obvezni,zimski
5107,KADROVSKI MANAGEMENT,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5107,KADROVSKI MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5107,KADROVSKI MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5107,KADROVSKI MANAGEMENT,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5107,KADROVSKI MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5107,KADROVSKI MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,7.0,21.0,18.0,15.0,9.0,,,147.0,program,3,1,obvezni,poletni
5110,OSNOVE KVANTITATIVNIH METOD I,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,4,1,obvezni,zimski
5110,OSNOVE KVANTITATIVNIH METOD I,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,4,1,obvezni,zimski
5110,OSNOVE KVANTITATIVNIH METOD I,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,4,1,obvezni,zimski
5111,OSNOVE POSLOVODENJA,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,5,1,obvezni,zimski
5111,OSNOVE POSLOVODENJA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,5,1,obvezni,zimski
5111,OSNOVE POSLOVODENJA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,5,1,obvezni,zimski
5112,OSNOVE PRAVA,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5112,OSNOVE PRAVA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5112,OSNOVE PRAVA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5112,OSNOVE PRAVA,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5112,OSNOVE PRAVA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5112,OSNOVE PRAVA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,27.0,12.0,15.0,9.0,,,117.0,program,6,1,obvezni,zimski
5113,ORGANIZACIJA IN MANAGEMENT,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5113,ORGANIZACIJA IN MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5113,ORGANIZACIJA IN MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5113,ORGANIZACIJA IN MANAGEMENT,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5113,ORGANIZACIJA IN MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5113,ORGANIZACIJA IN MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,8.0,30.0,45.0,,,,,165.0,program,7,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5114,OSNOVE NARAVOSLOVJA IN TEHNOLOGIJE,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,8.0,33.0,6.0,21.0,3.0,,,177.0,program,8,1,obvezni,poletni
5115,OSNOVE KVANTITATIVNIH METOD II,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,9,1,obvezni,poletni
5115,OSNOVE KVANTITATIVNIH METOD II,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,9,1,obvezni,poletni
5115,OSNOVE KVANTITATIVNIH METOD II,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,,,,,,,,program,9,1,obvezni,poletni
5116,OSNOVE MATEMATIKE V ORGANIZACIJSKIH VEDAH,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,42.0,9.0,33.0,6.0,,,120.0,program,10,1,obvezni,zimski
5116,OSNOVE MATEMATIKE V ORGANIZACIJSKIH VEDAH,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,7.0,42.0,9.0,33.0,6.0,,,120.0,program,10,1,obvezni,zimski
5116,OSNOVE MATEMATIKE V ORGANIZACIJSKIH VEDAH,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,42.0,9.0,33.0,6.0,,,120.0,program,10,1,obvezni,zimski
5117,OSNOVE POSLOVODENJA IN RAČUNOVODSTVA,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,11,1,obvezni,zimski
5117,OSNOVE POSLOVODENJA IN RAČUNOVODSTVA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,11,1,obvezni,zimski
5117,OSNOVE POSLOVODENJA IN RAČUNOVODSTVA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,11,1,obvezni,zimski
5118,OSNOVE STATISTIKE,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,33.0,6.0,33.0,6.0,,,132.0,program,12,1,obvezni,poletni
5118,OSNOVE STATISTIKE,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,7.0,33.0,6.0,33.0,6.0,,,132.0,program,12,1,obvezni,poletni
5118,OSNOVE STATISTIKE,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,33.0,6.0,33.0,6.0,,,132.0,program,12,1,obvezni,poletni
5203,METODE IN TEHNIKE SISTEMSKE ANALIZE,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,30.0,12.0,18.0,9.0,,,141.0,program,13,2,obvezni,poletni
5204,RAČUNALNIŠKI SISTEMI IN KOMUNIKACIJE,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,30.0,9.0,18.0,9.0,,,114.0,program,14,2,obvezni,poletni
5204,RAČUNALNIŠKI SISTEMI IN KOMUNIKACIJE,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,9.0,,,114.0,program,14,2,izbirni,poletni
5204,RAČUNALNIŠKI SISTEMI IN KOMUNIKACIJE,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,9.0,,,114.0,program,14,2,obvezni,poletni
5207,UPRAVLJANJE BAZ PODATKOV,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,33.0,6.0,21.0,6.0,,,114.0,program,15,2,obvezni,poletni
5207,UPRAVLJANJE BAZ PODATKOV,Organizacija in management informacijskih sistemov (VS)  //ver: 23,diplomirani organizator informatik (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,33.0,6.0,21.0,6.0,,,114.0,program,15,2,obvezni,poletni
5210,INŽENIRING KAKOVOSTI,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,30.0,9.0,12.0,9.0,6.0,,114.0,program,16,2,obvezni,poletni
5210,INŽENIRING KAKOVOSTI,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,12.0,9.0,6.0,,114.0,program,16,2,obvezni,poletni
5210,INŽENIRING KAKOVOSTI,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,12.0,9.0,6.0,,114.0,program,16,2,izbirni,poletni
5215,METODE IN TEHNIKE PLANIRANJA KADROV,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,21.0,18.0,15.0,12.0,,,144.0,program,17,2,obvezni,zimski
5215,METODE IN TEHNIKE PLANIRANJA KADROV,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,7.0,21.0,18.0,15.0,12.0,,,144.0,program,17,2,obvezni,zimski
5217,POSLOVNO KOMUNICIRANJE,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,112.0,,,114.0,program,18,2,obvezni,poletni
5217,POSLOVNO KOMUNICIRANJE,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,112.0,,,114.0,program,18,2,obvezni,poletni
5218,MARKETING,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,12.0,,,114.0,program,19,2,obvezni,poletni
5218,MARKETING,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,12.0,,,114.0,program,19,2,obvezni,poletni
5218,MARKETING,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,12.0,,,114.0,program,19,2,izbirni,poletni
5219,ERGONOMIJA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,27.0,12.0,9.0,6.0,12.0,,114.0,program,20,2,obvezni,poletni
5219,ERGONOMIJA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,27.0,12.0,9.0,6.0,12.0,,114.0,program,20,2,obvezni,poletni
5219,ERGONOMIJA,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,27.0,12.0,9.0,6.0,12.0,,114.0,program,20,2,izbirni,poletni
5220,METODE IN TEHNIKE PROJEKTNEGA DELA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,27.0,15.0,18.0,9.0,,,171.0,program,21,2,obvezni,zimski
5220,METODE IN TEHNIKE PROJEKTNEGA DELA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,27.0,15.0,18.0,9.0,,,171.0,program,21,2,obvezni,zimski
5223,MIKROLOGISTIČNI PROCESI,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,12.0,,,114.0,program,22,2,izbirni,poletni
5225,MANAGEMENT PROIZVODNEGA SISTEMA,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,30.0,12.0,18.0,9.0,,,171.0,program,23,2,obvezni,zimski
5225,MANAGEMENT PROIZVODNEGA SISTEMA,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,8.0,30.0,12.0,18.0,9.0,,,171.0,program,23,2,obvezni,zimski
5226,RAZVOJ PRODUKTOV IN PRODUKCIJSKIH PROCESOV,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,7.0,30.0,9.0,18.0,3.0,3.0,,117.0,program,24,3,obvezni,zimski
5227,OSNOVE KVANTITATIVNIH METOD III,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,33.0,6.0,21.0,6.0,,,144.0,program,25,2,obvezni,zimski
5227,OSNOVE KVANTITATIVNIH METOD III,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,33.0,6.0,21.0,6.0,,,144.0,program,25,2,obvezni,zimski
5228,TVEGANJA IN KRIZNI MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2023-10-01T00:00:00Z,,6.0,18.0,21.0,12.0,15.0,,,114.0,program,26,2,obvezni,poletni
5228,TVEGANJA IN KRIZNI MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,18.0,21.0,12.0,15.0,,,114.0,program,26,2,obvezni,poletni
5228,TVEGANJA IN KRIZNI MANAGEMENT,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,18.0,21.0,12.0,15.0,,,114.0,program,26,2,obvezni,poletni
5228,TVEGANJA IN KRIZNI MANAGEMENT,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,18.0,21.0,12.0,15.0,,,114.0,program,26,2,obvezni,poletni
5228,TVEGANJA IN KRIZNI MANAGEMENT,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,18.0,21.0,12.0,15.0,,,114.0,program,26,2,izbirni,poletni
5229,Poslovne programske rešitve,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,9.0,,,114.0,program,27,2,izbirni,poletni
5229,Poslovne programske rešitve,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,9.0,,,114.0,program,27,2,izbirni,poletni
5229,Poslovne programske rešitve,Organizacija in management informacijskih sistemov (VS)  //ver: 20,diplomirani organizator informatik (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,9.0,,,114.0,program,27,2,obvezni,zimski
5230,MANAGEMENT OSKRBOVALNIH MREŽ ZA IZDELKE IN STORITVE,Inženiring poslovnih sistemov (VS)  //ver: 20,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,24.0,,,,117.0,program,28,2,izbirni,poletni
5230,MANAGEMENT OSKRBOVALNIH MREŽ ZA IZDELKE IN STORITVE,Inženiring poslovnih sistemov (VS)  //ver: 23,diplomirani organizator poslovnih sistemov (VS),VS,16203,0488,2023-10-01T00:00:00Z,,6.0,30.0,9.0,24.0,,,,117.0,program,28,3,izbirni,zimski
5231,DELOVNO PRAVO,Organizacija in management kadrovskih in izobraževalnih sistemov (VS)  //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (VS),VS,16203,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,12.0,,,144.0,program,29,3,izbirni,zimski
