sifra_predmeta,naziv_predmeta,naziv_programa,strokovni_naziv,stopnja,klasius_srv,klasius_p16,veljavnost_zac,veljavnost_kon,ects,ure_pred,ure_epred,ure_vaj,ure_evaj,ure_labvaj,ind_z_prof,sam_delo,vrsta_predmeta,id_predmeta,letnik,obv_izb,semester
6105,ORGANIZACIJSKO VEDENJE,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,9.0,,,114.0,program,72,1,obvezni,poletni
6105,ORGANIZACIJSKO VEDENJE,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,114.0,program,72,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6106,ORGANIZACIJA POSLOVNIH PROCESOV,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,27.0,12.0,18.0,3.0,3.0,,147.0,program,73,1,obvezni,poletni
6112,KVANTITATIVNE METODE I,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,74,1,obvezni,zimski
6112,KVANTITATIVNE METODE I,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,74,1,obvezni,zimski
6112,KVANTITATIVNE METODE I,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,74,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6113,TEORIJE ORGANIZACIJE IN MANAGEMENTA,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,30.0,30.0,,,,,120.0,program,75,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6114,MANAGEMENT KADROVSKIH VIROV,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,76,1,obvezni,zimski
6115,NARAVOSLOVJE IN TEHNOLOGIJA,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,36.0,6.0,21.0,6.0,,,111.0,program,77,1,obvezni,zimski
6115,NARAVOSLOVJE IN TEHNOLOGIJA,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,36.0,6.0,21.0,6.0,,,111.0,program,77,1,obvezni,zimski
6116,UVOD V POSLOVODENJE,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,78,1,obvezni,zimski
6116,UVOD V POSLOVODENJE,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,78,1,obvezni,zimski
6116,UVOD V POSLOVODENJE,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,,,,,,,,program,78,1,obvezni,zimski
6117,PRAVO V ORGANIZACIJI,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6117,PRAVO V ORGANIZACIJI,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6117,PRAVO V ORGANIZACIJI,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6117,PRAVO V ORGANIZACIJI,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6117,PRAVO V ORGANIZACIJI,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6117,PRAVO V ORGANIZACIJI,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,5.0,27.0,12.0,15.0,9.0,,,87.0,program,79,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6118,RAČUNALNIŠTVO IN INFORMATIKA,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,24.0,15.0,18.0,6.0,,,147.0,program,80,1,obvezni,poletni
6119,KADROVSKA FUNKCIJA V ORGANIZACIJAH,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,21.0,12.0,15.0,,,111.0,program,81,1,obvezni,zimski
6119,KADROVSKA FUNKCIJA V ORGANIZACIJAH,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,21.0,21.0,12.0,15.0,,,111.0,program,81,1,obvezni,zimski
6120,INFORMACIJSKE IN KOMUNIKACIJSKE TEHNOLOGIJE,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,12.0,15.0,12.0,,,111.0,program,82,1,obvezni,zimski
6120,INFORMACIJSKE IN KOMUNIKACIJSKE TEHNOLOGIJE,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,30.0,12.0,15.0,12.0,,,111.0,program,82,1,obvezni,zimski
6121,MATEMATIKA V ORGANIZACIJSKIH VEDAH,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,42.0,9.0,42.0,9.0,,,78.0,program,83,1,obvezni,zimski
6121,MATEMATIKA V ORGANIZACIJSKIH VEDAH,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,42.0,9.0,42.0,9.0,,,78.0,program,83,1,obvezni,zimski
6121,MATEMATIKA V ORGANIZACIJSKIH VEDAH,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,42.0,9.0,42.0,9.0,,,78.0,program,83,1,obvezni,zimski
6122,UVOD V POSLOVODENJE IN RAČUNOVODSTVO,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,84,1,obvezni,zimski
6122,UVOD V POSLOVODENJE IN RAČUNOVODSTVO,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,84,1,obvezni,zimski
6122,UVOD V POSLOVODENJE IN RAČUNOVODSTVO,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,21.0,18.0,15.0,9.0,,,117.0,program,84,1,obvezni,zimski
6201,BAZE PODATKOV,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,33.0,6.0,21.0,3.0,,,147.0,program,85,2,obvezni,zimski
6201,BAZE PODATKOV,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,33.0,6.0,21.0,3.0,,,147.0,program,85,2,obvezni,zimski
6202,SISTEMSKA ANALIZA,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,30.0,9.0,18.0,6.0,,,177.0,program,86,2,obvezni,zimski
6203,RAZVOJ POSLOVNIH APLIKACIJ,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,30.0,9.0,18.0,6.0,,,147.0,program,87,2,obvezni,zimski
6203,RAZVOJ POSLOVNIH APLIKACIJ,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,30.0,9.0,18.0,6.0,,,147.0,program,87,2,obvezni,zimski
6205,POSLOVNI INFORMACIJSKI SISTEMI,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,21.0,18.0,12.0,12.0,,,117.0,program,88,2,obvezni,poletni
6205,POSLOVNI INFORMACIJSKI SISTEMI,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,21.0,18.0,12.0,12.0,,,117.0,program,88,2,obvezni,poletni
6210,MARKETING,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,30.0,21.0,15.0,9.0,,,105.0,program,89,2,obvezni,poletni
6210,MARKETING,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,89,2,izbirni,poletni
6210,MARKETING,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,89,2,obvezni,poletni
6210,MARKETING,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,89,2,izbirni,poletni
6211,DELOVNO PRAVO (O),Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,6.0,30.0,21.0,15.0,9.0,,,105.0,program,90,2,obvezni,poletni
6211,DELOVNO PRAVO (O),Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,90,2,izbirni,poletni
6211,DELOVNO PRAVO (O),Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,90,2,obvezni,poletni
6211,DELOVNO PRAVO (O),Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,21.0,15.0,9.0,,,105.0,program,90,2,izbirni,zimski
6212,TEORIJA IZOBRAŽEVANJA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,18.0,21.0,12.0,12.0,,,147.0,program,92,2,obvezni,zimski
6212,TEORIJA IZOBRAŽEVANJA,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,7.0,18.0,21.0,12.0,12.0,,,147.0,program,92,2,obvezni,zimski
6217,ČLOVEK V DELOVNEM PROCESU,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,27.0,12.0,9.0,6.0,9.0,,117.0,program,93,2,obvezni,zimski
6217,ČLOVEK V DELOVNEM PROCESU,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,8.0,27.0,12.0,9.0,6.0,9.0,,117.0,program,93,2,obvezni,zimski
6218,RAZVOJ PROIZVODOV IN PROIZVODNIH PROCESOV,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,30.0,9.0,15.0,6.0,3.0,,147.0,program,94,2,obvezni,zimski
6218,RAZVOJ PROIZVODOV IN PROIZVODNIH PROCESOV,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,30.0,9.0,15.0,6.0,3.0,,147.0,program,94,2,obvezni,zimski
6220,MANAGEMENT KAKOVOSTI,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,12.0,6.0,6.0,,117.0,program,95,2,obvezni,poletni
6220,MANAGEMENT KAKOVOSTI,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,30.0,9.0,12.0,6.0,6.0,,117.0,program,95,2,obvezni,poletni
6222,PROIZVODNI SISTEMI,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,7.0,30.0,9.0,18.0,6.0,,,147.0,program,96,2,obvezni,zimski
6222,PROIZVODNI SISTEMI,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,7.0,30.0,9.0,18.0,6.0,,,147.0,program,96,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Organizacija in management informacijskih sistemov (UN) //ver: 23,diplomirani organizator informatik (UN),UN,16204,0488,2023-10-01T00:00:00Z,,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6223,MANAGEMENT TVEGANJ IN KRIZE,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,8.0,21.0,30.0,18.0,21.0,,,150.0,program,97,2,obvezni,zimski
6224,OSNOVE VARSTVA OKOLJA,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,30.0,9.0,18.0,6.0,,,117.0,program,98,2,obvezni,poletni
6224,OSNOVE VARSTVA OKOLJA,Inženiring poslovnih sistemov (UN) //ver: 23,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2023-10-01T00:00:00Z,,6.0,30.0,9.0,18.0,6.0,,,117.0,program,98,2,obvezni,poletni
6225,KVANTITATIVNE METODE II,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,33.0,6.0,33.0,6.0,,,102.0,program,99,2,obvezni,poletni
6225,KVANTITATIVNE METODE II,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,33.0,6.0,33.0,6.0,,,102.0,program,99,2,obvezni,poletni
6225,KVANTITATIVNE METODE II,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,33.0,6.0,33.0,6.0,,,102.0,program,99,2,obvezni,poletni
6226,KVANTITATIVNE METODE III,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,45.0,6.0,21.0,3.0,,,105.0,program,100,2,izbirni,poletni
6226,KVANTITATIVNE METODE III,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,45.0,6.0,21.0,3.0,,,105.0,program,100,2,obvezni,poletni
6226,KVANTITATIVNE METODE III,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,45.0,6.0,21.0,3.0,,,105.0,program,100,2,obvezni,poletni
6227,ELEKTRONSKO UPRAVLJANJE Z DOKUMENTI,Organizacija in management informacijskih sistemov (UN) //ver: 20,diplomirani organizator informatik (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,27.0,12.0,12.0,,,105.0,program,101,2,izbirni,zimski
6227,ELEKTRONSKO UPRAVLJANJE Z DOKUMENTI,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 20,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,27.0,12.0,12.0,,,105.0,program,101,2,izbirni,poletni
6227,ELEKTRONSKO UPRAVLJANJE Z DOKUMENTI,Inženiring poslovnih sistemov (UN) //ver: 20,diplomirani organizator poslovnih sistemov (UN),UN,16204,0488,2020-10-01T00:00:00Z,2023-09-30T00:00:00Z,6.0,24.0,27.0,12.0,12.0,,,105.0,program,101,2,izbirni,poletni
6228,VODITELJSTVO,Organizacija in management kadrovskih in izobraževalnih sistemov (UN) //ver: 23,diplomirani organizator kadrovskih in izobraževalnih sistemov (UN),UN,16204,0413,2023-10-01T00:00:00Z,,8.0,18.0,21.0,9.0,15.0,,,177.0,program,102,2,obvezni,zimski
