skupina,profesorji,dtstart,location,description,dtstamp,trigger
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-01-06T08:00:00+00:00,005,P-Kadrovske kompetence-UNI-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-01-09T08:00:00+00:00,005,P-Kadrovske kompetence-UNI-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-01-13T08:00:00+00:00,005,P-Kadrovske kompetence-UNI-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-01-14T08:00:00+00:00,005,V-Kadrovske kompetence-UNI-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-01-16T08:00:00+00:00,005,V-Kadrovske kompetence-UNI-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-05T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-07T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-11T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-13T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-15T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-19T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-11-21T10:45:00+00:00,005,P-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-02T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-04T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-06T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/10---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Izredni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-09T17:00:00+00:00,005,P-Tveganje in krizni management-VS-Izredni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/12---2-letnik-VS-Inzenirnig-poslovnih-sistemov-Izredni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-09T17:00:00+00:00,005,P-Tveganje in krizni management-VS-Izredni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-10T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-12T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-16T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-18T14:15:00+00:00,005,P-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/10---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Izredni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-19T17:00:00+00:00,005,V-Tveganje in krizni management-VS-Izredni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/12---2-letnik-VS-Inzenirnig-poslovnih-sistemov-Izredni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2024-12-19T17:00:00+00:00,005,V-Tveganje in krizni management-VS-Izredni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2025-01-06T10:45:00+00:00,005,V-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2025-01-08T10:45:00+00:00,005,V-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2025-01-10T10:45:00+00:00,005,V-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2025-01-14T10:45:00+00:00,005,V-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/09---2-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Teodora-Ivanusa,2025-01-16T10:45:00+00:00,005,V-Kadri in upravljanje kritiÄne infrastrukture-VS-Redni,2024-12-12T11:45:47+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/47---2-letnik-MAG-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/11---Eva-Jereb,2024-11-04T10:45:00+00:00,005,P-Razvoj kadrov-MAG-Redni,2024-12-12T11:45:41+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/43---1-letnik-MAG-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/14---Tomaz-Kern,2024-12-09T08:00:00+00:00,005,P-InÅ¾eniring poslovnih procesov in digitalna transformacija-MAG-Redni,2024-12-12T11:45:43+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/29---2-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/18---Eva-Krhac,2024-12-02T08:00:00+00:00,005,P-Management kakovosti-UNI-Redni,2024-12-12T11:45:45+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/41---1-letnik-MAG-Managament-zdravstva-socialno-varstvo-Redni,https://urnik.fov.um.si/Izvajalec/calendars/23---Matjaz-Maletic,2024-12-18T08:00:00+00:00,005,P-Kakovost v zdr. in soc. organizacijah-MAG-Redni,2024-12-12T11:45:52+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/41---1-letnik-MAG-Managament-zdravstva-socialno-varstvo-Redni,https://urnik.fov.um.si/Izvajalec/calendars/41---Polona-Sprajc,2024-10-17T08:00:00+00:00,005,P-Management v zdr. in soc. organizacijah-MAG-Redni,2024-12-12T11:46:11+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/45---Bojana-Vasic,2024-11-22T10:45:00+00:00,005,V-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:48:38+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/45---Bojana-Vasic,2024-11-26T10:45:00+00:00,005,V-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:48:38+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/45---Bojana-Vasic,2024-11-28T10:45:00+00:00,005,V-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:48:38+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/45---Bojana-Vasic,2024-11-29T10:45:00+00:00,005,V-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:48:38+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/27---2-letnik-UNI-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/45---Bojana-Vasic,2024-12-03T08:00:00+00:00,005,V-Obvladovanje kritiÄne infrastrukture in kadri-UNI-Redni,2024-12-12T11:48:38+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/47---2-letnik-MAG-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/47---Goran-Vukovic,2024-10-03T10:45:00+00:00,005,P-Oblikovanje in vodenje timov-MAG-Redni,2024-12-12T11:46:20+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/51---Anja-Znidarsic,2024-10-10T10:45:00+00:00,005,Konzultacije-Osnove matematike v organizacijskih vedah - Pred.(tuji Å¡tudenti)-VS-Redni,2024-12-12T11:46:23+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/51---Anja-Znidarsic,2024-10-10T10:45:00+00:00,005,Konzultacije-Osnove matematike v organizacijskih vedah - Pred.(tuji Å¡tudenti)-VS-Redni,2024-12-12T11:46:23+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/51---Anja-Znidarsic,2024-10-10T10:45:00+00:00,005,Konzultacije-Osnove matematike v organizacijskih vedah - Pred.(tuji Å¡tudenti)-VS-Redni,2024-12-12T11:46:23+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-25T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-25T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-25T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-27T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-27T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-02-27T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-03T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-03T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-03T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-05T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-05T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-05T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-07T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-07T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-07T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-11T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-11T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-11T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-12T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-12T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/02---Alenka-Baggia,2025-03-12T08:00:00+00:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni,2024-12-12T11:45:31+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-08T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-08T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-08T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-09T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-09T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-09T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-11T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-11T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-11T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-15T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-15T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-15T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-17T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-17T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-17T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-22T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-22T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-22T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-24T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/03---1-letnik-VS-Kadrovsko-izobrazevalni-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-24T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/05---1-letnik-VS-Inzenirnig-poslovnih-sistemov-Redni,https://urnik.fov.um.si/Izvajalec/calendars/05---Mojca-Bernik,2025-04-24T08:00:00+00:00,111,P-Kadrovski management-VS-Redni,2024-12-12T11:45:35+00:00,-1 days +23:30:00
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,https://urnik.fov.um.si/Izvajalec/calendars/10---Albin-Iglicar,2024-10-01T14:15:00+00:00,111,P-Osnove prava-VS-Redni,2024-12-12T11:45:39+00:00,-1 days +23:30:00
