skupina,dtstamp,dtstart,dtend,trigger,location,description
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-08T10:45:00+00:00,2024-10-08T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-05T08:00:00+00:00,2025-05-05T10:30:00+00:00,-1 days +23:30:00,401,V-Kadrovski management-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-16T14:15:00+00:00,2025-05-16T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-4.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-13T14:15:00+00:00,2025-03-13T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-04-03T08:00:00+00:00,2025-04-03T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-01-17T08:00:00+00:00,2025-01-17T10:30:00+00:00,-1 days +23:30:00,111,P-AngleÅ¡ki poslovni jezik-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-10-28T10:45:00+00:00,2024-10-28T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove matematike v organizacijskih vedah-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-16T14:15:00+00:00,2025-04-16T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-RaÄunalniÅ¡tvo in informatika-2.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-04T10:45:00+00:00,2025-04-04T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-06T08:00:00+00:00,2024-12-06T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-AngleÅ¡ki poslovni jezik-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-29T08:00:00+00:00,2025-05-29T10:30:00+00:00,-1 days +23:30:00,111,V-Kadrovski management-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-25T17:00:00+00:00,2025-04-25T19:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-3.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-07T10:45:00+00:00,2025-03-07T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove statistike-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-19T14:15:00+00:00,2025-05-19T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-4.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-11T17:00:00+00:00,2025-04-11T19:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-3.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-09T17:00:00+00:00,2024-12-09T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-18T17:00:00+00:00,2025-04-18T19:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-3.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-10-25T08:00:00+00:00,2024-10-25T10:30:00+00:00,-1 days +23:30:00,111,V-Osnove prava-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-06T14:15:00+00:00,2024-11-06T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-26T14:15:00+00:00,2025-03-26T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove poslovodenja in raÄunovodstva-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-10-28T08:00:00+00:00,2024-10-28T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove naravoslovja in tehnologije-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-26T08:00:00+00:00,2025-03-26T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-15T14:15:00+00:00,2025-04-15T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-27T17:00:00+00:00,2025-03-27T19:30:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-20T14:15:00+00:00,2024-11-20T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-04T08:00:00+00:00,2024-11-04T10:30:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-23T14:15:00+00:00,2025-05-23T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-4.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-06T10:45:00+00:00,2024-11-06T10:45:00+00:00,-1 days +23:30:00,111,P-Osnove matematike v organizacijskih vedah - 1. kolokvij-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-19T10:45:00+00:00,2024-11-19T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove matematike v organizacijskih vedah-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-22T14:15:00+00:00,2025-04-22T16:45:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-2.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-03T14:15:00+00:00,2025-04-03T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-23T14:15:00+00:00,2024-10-23T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove matematike v organizacijskih vedah-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-11T10:45:00+00:00,2024-11-11T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-25T10:45:00+00:00,2025-04-25T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-28T10:45:00+00:00,2025-05-28T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-06T14:15:00+00:00,2025-05-06T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-08T17:00:00+00:00,2025-04-08T19:30:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-08T14:15:00+00:00,2025-04-08T16:45:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-2.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-09T14:15:00+00:00,2025-04-09T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-3.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-15T10:45:00+00:00,2024-10-15T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-23T08:00:00+00:00,2025-04-23T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Kadrovski management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-11-27T10:45:00+00:00,2024-11-27T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-23T08:00:00+00:00,2025-05-23T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-27T08:00:00+00:00,2025-05-27T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-09T14:15:00+00:00,2025-04-09T16:45:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-2.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-11-27T08:00:00+00:00,2024-11-27T10:30:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-02T10:45:00+00:00,2024-12-02T13:15:00+00:00,-1 days +23:30:00,111,P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-04-03T10:45:00+00:00,2025-04-03T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-14T10:45:00+00:00,2025-03-14T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove statistike-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-02-27T08:00:00+00:00,2025-02-27T10:30:00+00:00,-1 days +23:30:00,111,P-RaÄunalniÅ¡tvo in informatika-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2025-01-06T10:45:00+00:00,2025-01-06T13:15:00+00:00,-1 days +23:30:00,111,P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-10-25T14:15:00+00:00,2024-10-25T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-04-02T10:45:00+00:00,2025-04-02T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-13T10:45:00+00:00,2024-11-13T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove matematike v organizacijskih vedah-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-17T14:15:00+00:00,2025-04-17T16:45:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-02-28T10:45:00+00:00,2025-02-28T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove poslovodenja in raÄunovodstva-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-11-22T14:15:00+00:00,2024-11-22T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-04T14:15:00+00:00,2024-10-04T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove prava-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-13T08:00:00+00:00,2025-03-13T10:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-1.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-02-26T08:00:00+00:00,2025-02-26T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-RaÄunalniÅ¡tvo in informatika-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-02T08:00:00+00:00,2024-12-02T10:30:00+00:00,-1 days +23:30:00,111,P-AngleÅ¡ki poslovni jezik-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-09T14:15:00+00:00,2025-05-09T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-4.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-04-01T14:15:00+00:00,2025-04-01T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-25T08:00:00+00:00,2025-03-25T10:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-1.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-28T17:00:00+00:00,2025-03-28T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove statistike-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-12T10:45:00+00:00,2025-03-12T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove statistike-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-02-25T14:15:00+00:00,2025-02-25T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Osnove poslovodenja in raÄunovodstva-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-28T08:00:00+00:00,2025-03-28T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-11-25T14:15:00+00:00,2024-11-25T16:45:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-23T17:00:00+00:00,2025-04-23T19:30:00+00:00,-1 days +23:30:00,413,V-RaÄunalniÅ¡tvo in informatika-3.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-05T14:15:00+00:00,2025-03-05T16:45:00+00:00,-1 days +23:30:00,111,P-Osnove poslovodenja in raÄunovodstva-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-24T14:15:00+00:00,2025-03-24T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove poslovodenja in raÄunovodstva-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2025-01-10T08:00:00+00:00,2025-01-10T10:30:00+00:00,-1 days +23:30:00,306,V-AngleÅ¡ki poslovni jezik-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-08T08:00:00+00:00,2025-05-08T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-1. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-08T10:45:00+00:00,2025-04-08T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-14T08:00:00+00:00,2025-04-14T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Kadrovski management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:32+00:00,2024-11-11T08:00:00+00:00,2024-11-11T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove naravoslovja in tehnologije-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-07T08:00:00+00:00,2025-04-07T10:30:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-03-14T17:00:00+00:00,2025-03-14T19:30:00+00:00,-1 days +23:30:00,111,V-Osnove poslovodenja in raÄunovodstva-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-28T10:45:00+00:00,2025-03-28T13:15:00+00:00,-1 days +23:30:00,111,P-Osnove statistike-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-22T10:45:00+00:00,2025-05-22T13:15:00+00:00,-1 days +23:30:00,401,V-Kadrovski management-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-26T08:00:00+00:00,2025-03-26T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-RaÄunalniÅ¡tvo in informatika-1.b skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-31T08:00:00+00:00,2025-03-31T10:30:00+00:00,-1 days +23:30:00,410,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-26T10:45:00+00:00,2025-05-26T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:34+00:00,2025-02-28T08:00:00+00:00,2025-02-28T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-RaÄunalniÅ¡tvo in informatika-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-05-15T14:15:00+00:00,2025-05-15T16:45:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-4.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:38+00:00,2025-05-22T08:00:00+00:00,2025-05-22T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Kadrovski management-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-17T08:00:00+00:00,2025-03-17T10:30:00+00:00,-1 days +23:30:00,410,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:37+00:00,2025-04-18T10:45:00+00:00,2025-04-18T13:15:00+00:00,-1 days +23:30:00,306,V-Osnove statistike-3. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-21T08:00:00+00:00,2024-10-21T10:30:00+00:00,-1 days +23:30:00,111,V-Osnove naravoslovja in tehnologije-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:36+00:00,2025-04-03T14:15:00+00:00,2025-04-03T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove statistike-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-16T10:45:00+00:00,2024-12-16T13:15:00+00:00,-1 days +23:30:00,111,P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-27T08:00:00+00:00,2025-03-27T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-RaÄunalniÅ¡tvo in informatika-2.a skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:33+00:00,2024-12-03T17:00:00+00:00,2024-12-03T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija in management-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-03-26T17:00:00+00:00,2025-03-26T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Osnove poslovodenja in raÄunovodstva-2. skupina-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:31+00:00,2024-10-02T08:00:00+00:00,2024-10-02T10:30:00+00:00,-1 days +23:30:00,111,P-Osnove naravoslovja in tehnologije-VS-Redni
https://urnik.fov.um.si/Program/calendars/01---1-letnik-VS-Informacijski-sistemi-Redni,2024-12-12T11:46:35+00:00,2025-04-03T08:00:00+00:00,2025-04-03T10:30:00+00:00,-1 days +23:30:00,410,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-VS-Redni
