skupina,dtstamp,dtstart,dtend,trigger,location,description
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-02-25T08:00:00+00:00,2025-02-25T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-10T10:45:00+00:00,2024-12-10T13:15:00+00:00,-1 days +23:30:00,301,P-Management kadrovskih virov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-10T08:00:00+00:00,2025-03-10T10:30:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-16T08:00:00+00:00,2024-10-16T10:30:00+00:00,-1 days +23:30:00,301,P-RaÄunalniÅ¡tvo in informatika-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-13T08:00:00+00:00,2024-11-13T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-19T08:00:00+00:00,2024-11-19T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-10-25T17:00:00+00:00,2024-10-25T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-19T08:00:00+00:00,2024-12-19T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-04T08:00:00+00:00,2024-10-04T10:30:00+00:00,-1 days +23:30:00,301,P-RaÄunalniÅ¡tvo in informatika-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-04T17:00:00+00:00,2024-11-04T19:30:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-03T10:45:00+00:00,2025-04-03T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-27T10:45:00+00:00,2024-11-27T13:15:00+00:00,-1 days +23:30:00,301,P-Organizacijsko vedenje-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-05T17:00:00+00:00,2024-11-05T19:30:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-01T08:00:00+00:00,2024-10-01T10:30:00+00:00,-1 days +23:30:00,301,P-RaÄunalniÅ¡tvo in informatika-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-08T14:15:00+00:00,2024-10-08T16:45:00+00:00,-1 days +23:30:00,302,Konzultacije-Uvod v poslovodenje in raÄunovodstvo - Pred.(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-01-14T10:45:00+00:00,2025-01-14T13:15:00+00:00,-1 days +23:30:00,413,V-Management kadrovskih virov-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-05T10:45:00+00:00,2025-03-05T13:15:00+00:00,-1 days +23:30:00,301,P-Pravo v organizaciji-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-21T14:15:00+00:00,2024-10-21T16:45:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-04T10:45:00+00:00,2024-12-04T13:15:00+00:00,-1 days +23:30:00,301,P-Management kadrovskih virov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-14T14:15:00+00:00,2024-10-14T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-01-15T14:15:00+00:00,2025-01-15T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Management kadrovskih virov-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-14T10:45:00+00:00,2024-11-14T13:15:00+00:00,-1 days +23:30:00,301,P-Organizacijsko vedenje-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-23T14:15:00+00:00,2024-10-23T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-31T10:45:00+00:00,2025-03-31T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-14T08:00:00+00:00,2024-10-14T10:30:00+00:00,-1 days +23:30:00,301,P-RaÄunalniÅ¡tvo in informatika-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-08T10:45:00+00:00,2025-04-08T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-18T08:00:00+00:00,2024-12-18T10:30:00+00:00,-1 days +23:30:00,301,P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-04T08:00:00+00:00,2024-11-04T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-13T10:45:00+00:00,2024-11-13T13:15:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-21T17:00:00+00:00,2024-10-21T19:30:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-18T10:45:00+00:00,2025-03-18T13:15:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-04T08:00:00+00:00,2025-03-04T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-17T08:00:00+00:00,2024-12-17T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-26T08:00:00+00:00,2024-11-26T10:30:00+00:00,-1 days +23:30:00,301,Konzultacije-Teorije organizacije in managementa - Pred.(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-18T08:00:00+00:00,2024-11-18T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-14T08:00:00+00:00,2025-03-14T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-11T14:15:00+00:00,2024-10-11T16:45:00+00:00,-1 days +23:30:00,301,P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-02T08:00:00+00:00,2024-12-02T10:30:00+00:00,-1 days +23:30:00,301,Konzultacije-Organizacijsko vedenje - Vaje(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-07T10:45:00+00:00,2024-10-07T13:15:00+00:00,-1 days +23:30:00,307,V-AngleÅ¡ki poslovni jezik-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-17T10:45:00+00:00,2025-04-17T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-09T14:15:00+00:00,2024-12-09T16:45:00+00:00,-1 days +23:30:00,301,V-Organizacijsko vedenje-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-20T14:15:00+00:00,2025-03-20T16:45:00+00:00,-1 days +23:30:00,301,V-Pravo v organizaciji-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-22T10:45:00+00:00,2024-11-22T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacijsko vedenje-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-06T14:15:00+00:00,2024-11-06T16:45:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-07T14:15:00+00:00,2024-10-07T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-08T10:45:00+00:00,2024-11-08T13:15:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-18T10:45:00+00:00,2025-04-18T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-07T10:45:00+00:00,2024-11-07T13:15:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-04T10:45:00+00:00,2024-11-04T13:15:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-17T10:45:00+00:00,2024-10-17T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-AngleÅ¡ki poslovni jezik-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-14T14:15:00+00:00,2024-11-14T16:45:00+00:00,-1 days +23:30:00,302,Konzultacije-Organizacijsko vedenje - Pred.(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-14T10:45:00+00:00,2024-10-14T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-AngleÅ¡ki poslovni jezik-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-05T10:45:00+00:00,2024-11-05T13:15:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-23T10:45:00+00:00,2025-04-23T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-2.b skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-19T17:00:00+00:00,2024-12-19T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Organizacijsko vedenje-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-02T10:45:00+00:00,2025-04-02T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-04T17:00:00+00:00,2024-12-04T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-22T14:15:00+00:00,2024-10-22T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-10-24T17:00:00+00:00,2024-10-24T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-04T10:45:00+00:00,2024-10-04T13:15:00+00:00,-1 days +23:30:00,301,P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-03T10:45:00+00:00,2024-10-03T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-AngleÅ¡ki poslovni jezik-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-18T14:15:00+00:00,2024-10-18T16:45:00+00:00,-1 days +23:30:00,302,Konzultacije-Uvod v poslovodenje in raÄunovodstvo - Vaje(tuji Å¡tudenti)-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-08T17:00:00+00:00,2024-10-08T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-10T14:15:00+00:00,2024-10-10T16:45:00+00:00,-1 days +23:30:00,301,P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-03T08:00:00+00:00,2025-03-03T10:30:00+00:00,-1 days +23:30:00,301,P-Organizacija poslovnih procesov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-05T14:15:00+00:00,2024-12-05T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Organizacijsko vedenje-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-22T10:45:00+00:00,2025-04-22T13:15:00+00:00,-1 days +23:30:00,401,V-Organizacija poslovnih procesov-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-01-14T14:15:00+00:00,2025-01-14T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Management kadrovskih virov-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-04T14:15:00+00:00,2024-11-04T16:45:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-09T10:45:00+00:00,2024-10-09T13:15:00+00:00,-1 days +23:30:00,301,P-AngleÅ¡ki poslovni jezik-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-14T10:45:00+00:00,2025-03-14T13:15:00+00:00,-1 days +23:30:00,301,P-Pravo v organizaciji-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:24+00:00,2025-04-04T14:15:00+00:00,2025-04-04T16:45:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-Organizacija poslovnih procesov-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-06T10:45:00+00:00,2024-11-06T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-19T14:15:00+00:00,2024-12-19T16:45:00+00:00,-1 days +23:30:00,301,V-Organizacijsko vedenje-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-16T10:45:00+00:00,2024-12-16T13:15:00+00:00,-1 days +23:30:00,301,P-Management kadrovskih virov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-10-25T08:00:00+00:00,2024-10-25T10:30:00+00:00,-1 days +23:30:00,401,V-RaÄunalniÅ¡tvo in informatika-1.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2025-01-06T10:45:00+00:00,2025-01-06T13:15:00+00:00,-1 days +23:30:00,412,V-Management kadrovskih virov-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-03T08:00:00+00:00,2024-12-03T10:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-12T10:45:00+00:00,2024-11-12T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-V-RaÄunalniÅ¡tvo in informatika-2.a skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:20+00:00,2024-10-01T14:15:00+00:00,2024-10-01T16:45:00+00:00,-1 days +23:30:00,301,P-Uvod v poslovodenje in raÄunovodstvo-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-17T10:45:00+00:00,2024-12-17T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management kadrovskih virov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-28T10:45:00+00:00,2024-11-28T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacijsko vedenje-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-09T08:00:00+00:00,2024-12-09T10:30:00+00:00,-1 days +23:30:00,301,P-Teorije organizacije in managementa-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-05T17:00:00+00:00,2024-12-05T19:30:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Management kadrovskih virov-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-07T14:15:00+00:00,2024-11-07T16:45:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-1. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-11-29T10:45:00+00:00,2024-11-29T13:15:00+00:00,-1 days +23:30:00,E-uÄilnica,e-P-Organizacijsko vedenje-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:22+00:00,2024-12-17T14:15:00+00:00,2024-12-17T16:45:00+00:00,-1 days +23:30:00,301,V-Organizacijsko vedenje-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-03-25T14:15:00+00:00,2025-03-25T16:45:00+00:00,-1 days +23:30:00,301,V-Pravo v organizaciji-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-01-13T10:45:00+00:00,2025-01-13T13:15:00+00:00,-1 days +23:30:00,401,V-Management kadrovskih virov-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:23+00:00,2025-01-16T10:45:00+00:00,2025-01-16T13:15:00+00:00,-1 days +23:30:00,412,V-Management kadrovskih virov-2. skupina-UNI-Redni
https://urnik.fov.um.si/Program/calendars/23---1-letnik-UNI-Inzenirnig-poslovnih-sistemov-Redni,2024-12-12T11:47:21+00:00,2024-11-06T17:00:00+00:00,2024-11-06T19:30:00+00:00,-1 days +23:30:00,301,V-Uvod v poslovodenje in raÄunovodstvo-2. skupina-UNI-Redni
